question_code,正答率,選択率1,選択率2,選択率3,選択率4,選択率5,識別値,70%以上のフラグ
109A022,62.4,62.4,3,6.2,28.4,,0.37,×
109A023,74,17.7,6.5,1.8,74,,0.27,〇
109A024,79.1,10.6,5,79.1,1.6,3.8,0.08,〇
109A025,99.5,99.5,0.1,0.2,0.1,0.1,0.03,〇
109A026,27.7,15.8,52.4,27.7,4,,-0.05,×
109A027,62.8,8.8,23.2,5.3,62.8,,0.29,×
109A028,38.7,1.7,38.7,20.1,39.4,,0.02,×
109A029,48.5,1.3,48.5,33.5,16.7,,0.36,×
109A030,90.3,2.6,3,90.3,4.1,,0.14,〇
109A031,95.5,0.5,0.8,95.5,3.1,,0.07,〇
109A032,53.4,2.4,31.6,12.5,53.4,,0.31,×
109A033,53.6,14.4,17.1,14.9,53.6,,0.09,×
109A034,79.9,79.9,0.2,19.7,0.2,,0.30,〇
109A035,83.4,83.4,3.5,8.6,4.5,,0.32,〇
109A036,68.4,6.9,18,68.4,6.7,,0.36,×
109A037,87.6,4.3,1.2,87.6,7,,0.10,〇
109A038,78.1,4.2,78.1,4.9,12.8,,0.27,〇
109A039,87.9,0.3,0.6,11.1,87.9,,0.16,〇
109A040,75.7,3.6,75.7,3.8,17,,0.08,〇
109A041,90.7,90.7,0.2,3.5,5.6,,0.24,〇
109A042,63.5,2.6,63.5,6.6,27.3,,0.25,×
109A043,91.4,1.6,6.4,0.6,91.4,,0.18,〇
109A044,68.5,17.2,3.3,68.5,11,,0.38,×
109A045,96.1,1.4,96.1,0.6,1.9,,0.20,〇
109A046,17.5,17.5,28.9,8.7,44.9,,0.14,×
109A047,90.5,7.3,0.5,1.7,90.5,,0.27,〇
109A048,79.8,79.8,16.5,1.2,2.4,,0.39,〇
109A049,38.6,1.1,38.6,30.3,30,,0.12,×
109A050,65.9,4.4,1.9,65.9,27.7,,-0.01,×
109A051,96.3,0.3,2.8,0.5,96.3,,0.16,〇
109A052,54.8,23.6,11.7,54.8,10,,0.27,×
109A053,84.4,8.8,26.4,58,6.7,,0.09,〇
109A054,90.3,0.9,3.6,5.2,90.3,,0.22,〇
109A055,81.3,81.3,1.1,16.9,0.7,,0.01,〇
109A056,50.5,16.9,8.2,24.3,50.5,,0.28,×
109A057,68.9,0.3,5.2,68.9,25.6,,0.23,×
109A058,54.9,54.9,42.1,1.7,1.3,,0.24,×
109A059,56.3,56.3,29.2,5,9.5,,0.32,×
109A060,83.1,6.5,7.1,3.3,83.1,,0.16,〇
109A061,92.5,92.5,2.3,1.7,3.4,,0.17,〇
109A062,57.3,1.2,8.2,57.3,33.3,,0.12,×
109A063,92.5,1.8,0.4,5.2,92.5,,0.21,〇
109A064,91,6.8,91,1.4,0.8,,0.13,〇
109A065,75.4,75.4,3.8,9.6,11.3,,0.23,〇
109A066,88.6,88.6,4.2,6.8,0.4,,0.23,〇
109A067,96.1,0.4,96.1,0.3,3.1,,0.06,〇
109A068,96.2,0.2,0.1,3.5,96.2,,0.14,〇
109A069,68.1,68.1,28.6,2.9,0.5,,0.24,×
109A070,71.6,71.6,4.9,11.8,11.7,,0.24,〇
109A071,92.4,0.3,1.3,6,92.4,,0.15,〇
109A072,25.5,16.9,50.9,6.8,25.5,,0.23,×
109A073,53.8,28.9,53.8,14.5,2.8,,-0.12,×
109A074,16.1,16.1,63.3,1.1,19.5,,0.12,×
109A075,78.1,0.5,78.1,1.4,20.1,,0.18,〇
109A076,35.8,10.9,35.8,34.7,10.4,8.2,0.25,×
109A077,30.3,30.3,19.8,14.6,7.2,28.1,0.27,×
109A078,86.1,0.8,0.9,86.1,8.8,3.5,0.34,〇
109A079,66.2,12.4,8.3,7.2,66.2,5.9,0.23,×
109A080,90.1,90.1,1.1,5,1.7,2,0.17,〇
109A081,43.4,90.4,50.5,2.6,29.1,27.3,0.26,×
109A082,51.9,32,62.8,10,86,9.3,0.38,×
109A083,77.5,3,13.7,6.6,96.5,80.2,0.38,〇
109A084,36.6,31.4,54.8,19.5,19.4,74.9,0.26,×
109A085,NULL,33.4,36.3,60.4,52.1,17.8,0.12,〇
109A086,24.1,6.6,61.7,8.3,64.8,58.6,0.23,×
109A087,85.3,92.4,12.9,1,91.6,2.1,0.25,〇
109A088,68.7,21.5,96.7,9,2.2,70.6,0.31,×
109A089,12.4,30.5,68.7,42.4,34.9,23.6,0.13,×
109A090,77.5,1.9,82.4,18.5,94.1,3.1,0.27,〇
109A091,67,81.2,10.1,83.5,14,11.2,0.47,×
109A092,97.2,2.1,0.2,0.5,97.2,,0.10,〇
109A093,85.8,8.3,5.7,85.8,0.3,,0.12,〇
109A094,98.1,0.4,1,98.1,0.5,,0.08,〇
109A095,94.7,2.8,94.7,1.6,1,,0.21,〇
109A096,35.3,14.5,35.3,1.2,48.9,,0.40,×
109A097,92.4,92.4,1.6,2.2,3.8,,0.14,〇
109A098,92.4,0.6,92.4,2.3,4.7,,0.20,〇
109A099,95.3,95.3,3,1.6,0.1,,0.05,〇
109A100,95.2,0.3,3.9,95.2,0.6,,0.08,〇
109A101,98.5,98.5,0.3,1.1,0.1,,0.09,〇
109A102,93,1.4,3.2,93,2.4,,0.18,〇
109A103,8.7,7.7,10.7,82.6,2.7,96.3,0.08,×
109A104,98,0.7,0.4,0.9,98,,0.09,〇
109A105,73.3,5.3,0.8,73.3,20.6,,0.30,〇
109A106,97.5,1.5,97.5,0.7,0.2,,0.12,〇
109A107,83.3,1,8.3,83.3,7.4,,0.26,〇
109A108,99.3,0.2,0.1,0.3,99.3,,0.03,〇
109A109,86.6,86.6,5.5,4.8,3,,0.27,〇
109A110,72.7,72.7,0.9,2.6,23.8,,0.22,〇
109A111,71.6,0.9,9.2,11.4,71.6,6.9,0.37,〇
109A112,88.7,4.5,5.9,88.7,0.8,,0.16,〇
109A113,61.2,61.2,37.8,0.2,0.8,,0.22,×
109A114,63.1,0.5,2.5,34,63.1,,0.12,×
109A115,70.3,25,4.1,0.6,70.3,,0.07,〇
109A116,84.4,1.5,1.7,12.4,84.4,,0.19,〇
109A117,98.8,0.3,0.6,98.8,0.3,,0.06,〇
109A118,60.8,13,19.2,60.8,7,,0.15,×
109A119,92.1,92.1,3.1,3.3,1,0.4,0.07,〇
109A120,92.8,92.8,6,0.7,0.5,,0.13,〇
109P001,99.1,0.4,0.4,99.1,0.2,,0.05,〇
109P002,95.5,0.5,3.4,95.5,0.6,,0.14,〇
109P003,90.4,1.5,90.4,5.5,2.7,,0.19,〇
109P004,99,99,0.5,0.3,0.3,,0.08,〇
109P005,98.1,0.3,0.5,1.1,98.1,,0.07,〇
109P006,82.5,8.1,4.8,4.6,82.5,,0.29,〇
109P007,73.1,0.3,10.8,73.1,15.8,,0.29,〇
109P008,93.5,93.5,0.3,1.4,4.8,,0.27,〇
109P009,99.3,0.2,0.2,99.3,0.3,,0.04,〇
109P010,98.9,0.8,98.9,0.2,0.1,,0.07,〇
109P011,88.4,6.1,88.4,2.1,3.4,,0.25,〇
109P012,88.5,1.5,2.6,88.5,7.4,,0.29,〇
109P013,97.8,1.4,97.8,0.6,0.2,,0.16,〇
109P014,78.4,7.8,78.4,0.7,13.1,,0.36,〇
109P015,80.6,80.6,1.1,9.3,9,,0.12,〇
109P016,97.9,0.2,0.1,1.8,97.9,,0.00,〇
109P017,91.2,91.2,0.7,4.1,4,,0.14,〇
109P018,34.7,8,34.7,33.3,24,,0.27,×
109P019,99.6,99.6,0.1,0.1,0.2,,0.04,〇
109P020,98.4,0.4,98.4,0.5,0.8,,0.07,〇
109P021,99.3,0.2,0.4,99.3,0.1,,0.03,〇
109P022,90,1.9,90,3.2,4.9,,0.25,〇
109P023,97.7,0.2,0.1,2,97.7,,0.08,〇
109P024,96.8,96.8,0.3,0.2,2.8,,0.13,〇
109P025,92.5,0.2,6.2,92.5,1.1,,0.13,〇
109P026,60.2,14.6,60.2,19.8,5.4,,0.08,×
109P027,71.7,11.5,71.7,11.8,4.9,,0.24,〇
109P028,43.9,43.9,27.9,6.2,22,,0.42,×
109P029,89.7,89.7,2.1,7.3,0.8,,0.28,〇
109P030,45.3,21.2,45.3,30.7,2.8,,0.08,×
109P031,83.3,1.5,3.8,83.3,11.4,,0.21,〇
109P032,86.4,8.5,86.4,0.6,4.4,,0.21,〇
109P033,63,13.9,15,8.1,63,,0.19,×
109P034,72.3,18.1,3.4,72.3,6.2,,0.41,〇
109P035,14.8,1.8,14.8,79,4.5,,0.02,×
109P036,43.5,9.2,25.9,43.5,21.4,,0.23,×
109P037,81.7,3.6,14.1,0.7,81.7,,0.17,〇
109P038,99.1,0.2,0.2,0.5,99.1,,0.03,〇
109P039,88.2,88.2,0.9,6.4,4.5,,0.26,〇
109P040,59.6,6.5,59.6,7.7,26.2,,0.27,×
109P041,94.8,94.8,2.3,1.8,1.1,,0.24,〇
109P042,87.9,87.9,0.7,10.8,0.6,,0.31,〇
109P043,87.9,2.7,87.9,8,1.4,,0.25,〇
109P044,99.1,0.4,0.3,99.1,0.2,,0.05,〇
109P045,94.8,94.8,1.5,2.6,1,,0.17,〇
109P046,92.4,0.2,7,0.4,92.4,,0.15,〇
109P047,95.2,1.4,0.5,95.2,2.9,,0.16,〇
109P048,97,97,0.1,0.5,2.4,,0.12,〇
109P049,50.3,50.3,6.4,11.3,32,,0.18,×
109P050,84.2,84.2,1.3,1,13.4,,0.20,〇
109P051,74.1,11.1,74.1,14.2,0.6,,0.34,〇
109P052,95.8,0.3,3.3,95.8,0.6,,0.15,〇
109P053,44.7,26.1,14,15.2,44.7,,0.43,×
109P054,63.9,6.4,19.8,63.9,9.9,,0.21,×
109P055,79.2,6.2,79.2,4.5,10.1,,0.29,〇
109P056,96.2,1.5,2.1,96.2,0.2,,0.18,〇
109P057,48.8,0.8,48.8,11.6,38.8,,0.26,×
109P058,85.6,0.3,5.2,85.6,8.9,,0.27,〇
109P059,84.7,11,0.5,3.9,84.7,,0.18,〇
109P060,97.2,2.2,97.2,0.4,0.1,,0.12,〇
109P061,72.3,72.3,3.5,18.4,5.7,,0.25,〇
109P062,96.6,96.6,0.4,0.8,2.2,,0.13,〇
109P063,87.6,10.6,1.1,0.7,87.6,,0.12,〇
109P064,91.1,3.4,4.8,91.1,0.6,,0.26,〇
109P065,58.4,4.2,31.1,6.3,58.4,,-0.01,×
109P066,60,19.6,60,15.7,4.6,,0.13,×
109P067,98.1,98.1,0.9,0.2,0.7,,0.12,〇
109P068,65.1,4.6,65.1,1.9,28.4,,0.34,×
109P069,91.7,2.9,91.7,3.2,2.3,,0.30,〇
109P070,95.7,0.4,3.7,95.7,0.2,,0.12,〇
109P071,71.6,13.4,5.4,71.6,9.6,,0.37,〇
109P072,58.5,3.4,0.3,37.9,58.5,,0.12,×
109P073,70.1,70.1,10.8,11.9,7.3,,0.30,〇
109P074,92,92,0.2,7.1,0.6,,0.22,〇
109P075,71.3,1.2,16.4,71.3,11.1,,0.17,〇
109P076,88.9,5.7,2.1,3.2,88.9,,0.16,〇
109P077,92.2,92.2,5.1,0.5,2.3,,0.17,〇
109P078,91.9,91.9,3.5,1.5,3,,0.17,〇
109P079,57.5,1.3,7.9,57.5,20.8,12.6,0.43,×
109P080,82.2,0.3,5.5,1,11,82.2,0.24,〇
109P081,58.5,58.5,3.9,4,0.2,33.5,0.27,×
109P082,51.7,51.7,27.9,11.6,7.7,1,0.47,×
109P083,49.1,7.3,12.5,27.1,4.1,49.1,0.33,×
109P084,56.8,9,25.7,5.1,56.8,3.3,0.17,×
109P085,61.4,1.6,23.5,6.1,61.4,7.4,0.25,×
109P086,64,71.5,4.2,91.8,6.5,26,0.22,×
109P087,57.2,20.2,64,11.1,12.7,92,0.26,×
109P088,78.5,6.3,1.8,14.1,89.3,88.6,0.29,〇
109P089,11.9,27.6,63.6,8,53.9,46.8,0.20,×
109P090,85.5,,,,,,0.32,〇
109P091,74.7,12.4,4.8,74.7,8.1,,0.33,〇
109P092,45.3,45.3,3.8,27,23.9,,0.35,×
109P093,16.3,32.8,48.9,16.3,2,,0.13,×
109P094,96,1,2.4,96,0.7,,0.20,〇
109P095,30.7,42.7,4.7,45.5,30.5,76.6,0.33,×
109P096,94.3,3.9,1.1,95.5,98.6,0.8,0.17,〇
109P097,45.7,45.7,2.3,32.3,19.8,,0.42,×
109P098,97.6,0.7,0.2,97.6,1.4,,0.12,〇
109P099,94.5,0.7,0.7,94.5,4.1,,0.16,〇
109P100,99.3,0.2,0.2,0.3,99.3,,0.03,〇
109P101,97.8,97.8,0.4,0.4,1.4,,0.14,〇
109P102,63.8,25.6,9.2,63.8,1.4,,-0.01,×
109P103,79.4,79.4,13.8,6.7,0.1,,0.23,〇
109P104,84.6,2.6,0.6,12.2,84.6,,0.11,〇
109P105,58.5,25,58.5,6.6,9.9,,0.03,×
109P106,98.5,98.5,0.2,0.3,1,,0.11,〇
109P107,69.7,2.7,19.1,8.5,69.7,,0.11,×
109P108,72.8,0.6,1.8,72.8,24.8,,0.41,〇
109P109,91.1,1.3,0.2,7.4,91.1,,0.20,〇
109P110,49.5,49.5,2.7,3.4,44.4,,0.47,×
109P111,62.2,4.9,0.4,62.2,1.7,30.8,0.13,×
109P112,91.5,2.1,1.4,5.3,92.4,98.7,0.28,〇
109P113,61.1,17.3,1.4,20.2,61.1,,0.26,×
109P114,96.9,0.9,96.9,1.6,0.6,,0.17,〇
109P115,90.5,5.4,2.7,90.5,1.4,,0.13,〇
109P116,82.3,8.6,93.9,88.1,6.6,2.8,0.22,〇
109P117,42.3,6.3,34.1,17.3,42.3,,0.23,×
109P118,85.7,1,3.1,85.7,10.1,,0.11,〇
109P119,91.7,1.5,5.5,1.3,91.7,,0.10,〇
109P120,83.3,83.3,0.5,10.6,5.5,,0.16,〇
110A001,98.6,0.7,0.4,98.6,0.2,,0.08,〇
110A002,96.5,0.6,1.5,96.5,1.5,,0.19,〇
110A003,90.6,8.7,0.2,0.5,90.6,,0.25,〇
110A004,98.2,98.2,0.1,0.3,1.4,,0.12,〇
110A005,94.4,1.8,1.3,94.4,2.4,,0.14,〇
110A006,87.1,87.1,5,1.5,6.3,,0.26,〇
110A007,96.9,0.3,0.3,2.5,96.9,,0.06,〇
110A008,90,0.4,90,8.5,1.1,,0.17,〇
110A009,92,0.1,7.1,92,0.8,,0.33,〇
110A010,78.7,0.4,78.7,18.8,2,,0.54,〇
110A011,89.3,1.9,89.3,3.3,5.5,,0.30,〇
110A012,93.5,93.5,2.7,2.7,1.1,,0.22,〇
110A013,98.5,0.2,0.5,98.5,0.8,,0.08,〇
110A014,89.3,1.6,89.3,1,8.2,,0.37,〇
110A015,85.1,5.6,85.1,1.9,7.4,,0.28,〇
110A016,99.2,0.5,99.2,0.3,0.1,,0.05,〇
110A017,93.9,1.5,1.1,3.5,93.9,,0.13,〇
110A018,99.4,0.3,99.4,0.3,0.1,,0.05,〇
110A019,98.5,0.2,1,98.5,0.3,,0.10,〇
110A020,96.6,0.1,0.7,96.6,2.6,,0.11,〇
110A021,99.5,99.5,0.2,0.1,0.2,,0.06,〇
110A022,97.1,0.1,0.3,2.5,97.1,,0.08,〇
110A023,97.3,0.2,0.1,2.3,97.3,,0.05,〇
110A024,99.2,99.2,0.5,0.2,0.2,,0.05,〇
110A025,98.8,0.2,98.8,0.7,0.2,,0.09,〇
110A026,68.6,8.3,6.3,68.6,16.8,,0.14,×
110A027,53.1,17.9,53.1,16.3,12.7,,0.18,×
110A028,79.6,9.7,2.3,8.4,79.6,,0.40,〇
110A029,94.8,94.8,1,0.2,4,,0.03,〇
110A030,82,3.2,0.4,14.3,82,,0.20,〇
110A031,97.7,97.7,1.2,0.9,0.3,,0.16,〇
110A032,99.4,0.3,99.4,0.2,0.1,,0.05,〇
110A033,64.2,4.5,64.2,4.7,26.7,,0.18,×
110A034,53.1,36,4.7,6.3,53.1,,0.29,×
110A035,87.5,2,3.4,87.5,7.2,,0.19,〇
110A036,88.8,2,8.5,88.8,0.7,,0.13,〇
110A037,88.2,88.2,11.5,0.3,0.1,,0.16,〇
110A038,93,1.9,93,0.9,4.1,,0.30,〇
110A039,88.1,4.9,88.1,3.7,3.3,,0.29,〇
110A040,64.4,64.4,20.3,9.8,5.5,,0.24,×
110A041,64.6,18.7,8.2,64.6,8.5,,0.22,×
110A042,89.8,89.8,1.1,8.1,0.9,,0.24,〇
110A043,77.3,4.1,77.3,6.1,12.6,,0.27,〇
110A044,28,50.9,12.7,8.5,28,,0.28,×
110A045,32.3,24.9,41,32.3,1.8,,0.09,×
110A046,67.9,5.7,67.9,11.3,15.2,,0.24,×
110A047,97.7,0.6,0.4,97.7,1.3,,0.17,〇
110A048,73.2,13.3,9.6,3.9,73.2,,0.27,〇
110A049,46.6,46.6,2.6,50.2,0.6,,0.23,×
110A050,65.7,65.7,0.3,25.7,8.3,,0.42,×
110A051,96.4,0.3,96.4,3.1,0.2,,0.08,〇
110A052,66.5,27.8,66.5,5.4,0.2,,0.51,×
110A053,47.1,47.1,41.2,6,5.7,,0.35,×
110A054,90.4,3.6,2.1,3.9,90.4,,0.22,〇
110A055,98.8,98.8,0.3,0.6,0.3,,0.12,〇
110A056,39.1,33.7,13.3,13.9,39.1,,0.16,×
110A057,94.3,1.6,94.3,3.5,0.6,,0.19,〇
110A058,42.9,12.7,24.7,19.7,42.9,,0.19,×
110A059,80.1,9.8,6.6,80.1,3.5,,0.25,〇
110A060,96.2,1.1,1.9,96.2,0.9,,0.09,〇
110A061,85.6,0.2,1,85.6,13.2,,0.19,〇
110A062,63.1,63.1,33.2,1.8,1.9,,0.46,×
110A063,85,2.3,12,0.7,85,,0.28,〇
110A064,99.4,99.4,0.2,0.1,0.2,,0.04,〇
110A065,98.5,0.3,0.4,0.8,98.5,,0.08,〇
110A066,76.5,76.5,0.7,21.4,1.4,,-0.01,〇
110A067,97.1,0.2,0.8,1.9,97.1,,0.18,〇
110A068,94.1,5.3,0.1,0.5,94.1,,0.06,〇
110A069,99.1,0.4,99.1,0.2,0.3,,0.04,〇
110A070,94.2,0.5,4.1,1.3,94.2,,0.15,〇
110A071,65.3,65.3,13.1,11.8,9.8,,0.33,×
110A072,91,91,6.2,0.5,2.3,,0.31,〇
110A073,97.7,0.2,0.3,1.8,97.7,,0.08,〇
110A074,71.6,9,2.3,12.6,4.5,71.6,0.43,〇
110A075,75.2,2.8,3,75.2,3.9,15.2,0.41,〇
110A076,40.7,7.6,40.7,4.2,34.4,13.1,0.36,×
110A077,34.5,34.5,8.3,1.5,34.7,20.9,0.30,×
110A078,18.6,31.6,10.3,19.1,20.5,18.6,0.24,×
110A079,70.7,4.9,9.3,10.5,70.7,4.6,0.41,〇
110A080,97.4,0.4,0.1,97.4,1,1.1,0.13,〇
110A081,92.7,5.7,0.6,92.7,0.9,0.2,0.05,〇
110A082,88.9,0.3,7.4,88.9,3.2,0.2,0.31,〇
110A083,95.4,95.4,1.1,1,0.9,1.5,0.17,〇
110A084,28.9,5.2,37.2,6.1,64.4,87.2,0.23,×
110A085,65.5,15.6,73.6,6.3,87.9,16.5,0.50,×
110A086,38.2,22.2,37.4,28.3,54.5,57.6,0.06,×
110A087,82.4,91.8,1.4,10,5.3,91.6,0.35,〇
110A088,54.7,12.3,26.3,8.1,93.8,59.4,0.24,×
110A089,43,73.2,0.9,0.9,55,70,0.34,×
110A090,78.7,7.6,91.2,7,83.8,10.5,0.39,〇
110A091,59.2,19.5,59.2,1.5,19.8,,0.26,×
110A092,42.2,27,42.2,17.2,5.5,8.2,0.07,×
110A093,95.3,95.3,0.2,0.5,4,,0.25,〇
110A094,75,8.2,75,16.1,0.7,,0.26,〇
110A095,78.6,0.3,2.4,78.6,18.6,,0.31,〇
110A096,46.5,0.8,94.2,40.2,52.9,11.9,0.17,×
110A097,88.7,0.1,0,11.1,88.7,,0.18,〇
110A098,98.7,98.7,0.7,0.2,0.4,,0.10,〇
110A099,98.7,0.4,0.3,0.6,98.7,,0.08,〇
110A100,98.9,98.9,0.7,0.3,0.2,,0.09,〇
110A101,73.7,7.5,18.4,0.4,73.7,,0.21,〇
110A102,65.8,5.9,27.7,0.6,65.8,,0.13,×
110A103,98.5,0.4,0.1,1,98.5,,0.08,〇
110A104,93.3,4.9,0.8,93.3,1.1,,0.19,〇
110A105,91.5,1.2,2.4,91.5,4.9,,0.14,〇
110A106,85.2,85.2,0.5,6.2,8.1,,0.30,〇
110A107,51.8,38.2,51.8,1.9,8.1,,0.31,×
110A108,96.1,96.1,2.5,0.6,0.7,,0.18,〇
110A109,93,93,6.5,0.2,0.3,,0.26,〇
110A110,90.9,7.6,0.1,1.4,90.9,,0.17,〇
110A111,96.5,2.2,0.7,96.5,0.6,,0.17,〇
110A112,98.9,0.1,0.5,98.9,0.6,,0.10,〇
110A113,99.1,0.2,0.3,99.1,0.5,,0.09,〇
110A114,59.9,0.2,38.3,1.6,59.9,,0.11,×
110A115,95.1,1.7,95.1,0.7,2.5,,0.15,〇
110A116,96.1,0.1,1.5,2.3,96.1,,0.11,〇
110A117,70.5,0.7,70.5,3.2,25.6,,0.19,〇
110A118,89.6,97,7.8,1.3,1,92.8,0.22,〇
110A119,79.9,1.9,1.6,79.9,16.6,,0.32,〇
110A120,78.8,3.1,13.1,78.8,4.9,,0.22,〇
110P001,98.1,0.5,98.1,1.3,0.1,,0.15,〇
110P002,97.5,1,0.7,0.9,97.5,,0.11,〇
110P003,94.2,0.3,1.6,94.2,3.9,,0.22,〇
110P004,98.9,0.1,0.8,98.9,0.2,,0.02,〇
110P005,98.1,0.3,0.7,0.9,98.1,,0.10,〇
110P006,90.3,0.7,90.3,5,4,,0.31,〇
110P007,88.7,0.9,88.7,7.5,2.9,,0.30,〇
110P008,99.6,99.6,0.2,0.1,0.1,,0.03,〇
110P009,93.3,0.2,93.3,4.9,1.7,,0.17,〇
110P010,99.4,0.2,99.4,0.3,0.1,,0.04,〇
110P011,96.2,0.8,0.7,96.2,2.3,,0.22,〇
110P012,95.2,0.7,1.7,2.4,95.2,,0.21,〇
110P013,91.6,1.7,91.6,4.5,2.2,,0.32,〇
110P014,98.4,0.4,0.6,98.4,0.5,,0.07,〇
110P015,97.6,97.6,1.7,0.3,0.4,,0.15,〇
110P016,65.2,65.2,2.2,19,13.5,,0.36,×
110P017,97.9,0.9,97.9,0.9,0.2,,0.18,〇
110P018,99.6,0.1,0.2,99.6,0.1,,0.04,〇
110P019,98.3,0.6,0.1,0.9,98.3,,0.11,〇
110P020,99.5,0.1,0.3,99.5,0.1,,0.04,〇
110P021,99.4,0.2,99.4,0.2,0.2,,0.06,〇
110P022,98.7,0.2,0.1,0.9,98.7,,0.06,〇
110P023,82.9,1,0.6,82.9,15.5,,0.13,〇
110P024,73.3,73.3,7.1,0.5,19.2,,0.18,〇
110P025,96.1,0.5,96.1,0.8,1.7,0.8,0.19,〇
110P026,57.9,57.9,17.3,17.7,7,,0.44,×
110P027,18.2,64.8,10.7,18.2,6.2,,0.14,×
110P028,62.1,17.5,16,62.1,4.4,,0.26,×
110P029,61.2,7.6,61.2,24.1,7.2,,0.20,×
110P030,96.4,0.7,96.4,2.3,0.6,,0.18,〇
110P031,84.5,84.5,4.3,1,10.3,,0.01,〇
110P032,29.1,29.1,43.2,22.4,5.3,,0.13,×
110P033,95.7,1.8,1.7,95.7,0.9,,0.06,〇
110P034,66.1,26.9,5.9,1.1,66.1,,0.00,×
110P035,82.9,10.6,4.5,82.9,2,,0.06,〇
110P036,99.5,99.5,0.3,0.2,0,,0.04,〇
110P037,89.8,0.5,89.8,6.5,3.2,,0.11,〇
110P038,61.7,31.7,61.7,2.4,4.2,,0.31,×
110P039,63.6,32.7,1.7,63.6,2,,-0.08,×
110P040,63.3,31.4,5.1,63.3,0.2,,0.08,×
110P041,78.3,10.6,78.3,9,2.1,,0.45,〇
110P042,84.3,3.8,8.1,84.3,3.8,,0.31,〇
110P043,74.1,2.6,0.8,74.1,22.5,,0.27,〇
110P044,91.4,91.4,7.1,1.1,0.4,,0.32,〇
110P045,33.8,44.3,5.7,33.8,16.2,,0.12,×
110P046,91,2.4,0.5,6.1,91,,0.24,〇
110P047,88.9,8.7,88.9,0.6,1.7,,0.17,〇
110P048,98.2,0.7,0.7,98.2,0.4,,0.15,〇
110P049,98.9,0.2,98.9,0.4,0.5,,0.07,〇
110P050,92.1,2.3,0.7,4.9,92.1,,0.02,〇
110P051,53.5,1.1,53.5,0.8,44.6,,0.02,×
110P052,89.9,3.1,3.4,3.7,89.9,,0.05,〇
110P053,77.6,0.4,4.7,77.6,17.3,,0.14,〇
110P054,88.8,5.1,3.8,2.3,88.8,,0.31,〇
110P055,85.5,2.6,6.2,85.5,5.7,,0.36,〇
110P056,50,17.7,50,0.9,31.4,,0.38,×
110P057,29.6,10.5,12.6,29.6,47.4,,0.20,×
110P058,95,0.8,1.5,95,2.7,,0.30,〇
110P059,81.7,4.1,8.4,81.7,5.7,,0.09,〇
110P060,95,1.5,95,2.4,1.1,,0.23,〇
110P061,71,9.9,17.4,1.7,71,,0.53,〇
110P062,56.3,36.3,6.4,56.3,1.1,,0.48,×
110P063,61.9,34,61.9,1.7,2.4,,0.46,×
110P064,70.3,3.3,13.9,70.3,12.4,,0.13,〇
110P065,97,1.3,0.6,1.1,97,,0.08,〇
110P066,98.8,0.6,98.8,0.5,0.1,,0.07,〇
110P067,97.5,0.2,97.5,0.5,1.8,,0.08,〇
110P068,87.7,1.1,9.5,87.7,1.7,,0.32,〇
110P069,87.9,1.6,0.7,9.8,87.9,,0.17,〇
110P070,98.2,1.1,0.2,0.5,98.2,,0.10,〇
110P071,62.7,0.2,62.7,37,0.2,,0.12,×
110P072,97.5,0.7,97.5,1.6,0.3,,0.20,〇
110P073,88.5,0.1,88.5,4.8,4.5,2.1,0.40,〇
110P074,62.4,10.1,23.9,2.5,62.4,1,0.10,×
110P075,68.4,3.7,3.8,4,68.4,20.1,0.33,×
110P076,83.7,1.1,83.7,2.1,2.9,10.3,0.14,〇
110P077,91.6,91.6,1.2,0.3,1.1,5.9,0.36,〇
110P078,62.4,0.1,2.5,0.4,34.5,62.4,0.40,×
110P079,61.5,0.7,1.1,25.4,61.5,11.3,0.44,×
110P080,93.4,0.5,1,3.6,93.4,1.5,0.26,〇
110P081,87.4,2.3,87.4,0.2,5.6,4.4,0.37,〇
110P082,71.2,76.1,17.6,5.1,94.9,6.3,0.34,〇
110P083,8.9,16.5,17.9,75.5,21.6,68.4,-0.12,×
110P084,17.2,5.3,27.9,75.8,36,55.1,0.17,×
110P085,98.3,0.5,99,0.8,99,0.7,0.10,〇
110P086,14.3,29.5,75.8,77.9,7.4,9.4,0.15,×
110P087,28.1,16.7,63.6,58.6,32.1,29,0.32,×
110P088,90.2,92.8,7.2,97.5,1.6,0.9,0.11,〇
110P089,51,40.6,5.5,1.8,89.8,62.3,0.11,×
110P090,85.1,,,,,,0.33,〇
110P091,80.6,0.8,80.6,2.8,15.7,,0.28,〇
110P092,54.3,54.3,12.8,20.4,12.5,,0.51,×
110P093,75.1,3.7,15.7,5.6,75.1,,0.03,〇
110P094,84.7,9,84.7,1.6,4.6,,-0.07,〇
110P095,95.2,95.2,0.6,0.6,0.2,3.3,0.23,〇
110P096,83.1,3.3,1.2,12.5,83.1,,0.38,〇
110P097,67.8,0.9,26.5,4.7,67.8,,0.13,×
110P098,76,11.4,76,10.2,2.5,,0.21,〇
110P099,91.4,0.5,0.2,8,91.4,,0.15,〇
110P100,85.9,3.7,85.9,1.9,8.6,,0.41,〇
110P101,56.7,26.9,6.4,56.7,9.9,,0.22,×
110P102,66.1,66.1,0.4,2.4,31.1,,0.37,×
110P103,91.5,0.3,91.5,6.7,1.5,,0.16,〇
110P104,39.2,55.4,39.2,0.6,4.8,,0.28,×
110P105,98.8,0.3,0.5,98.8,0.4,,0.09,〇
